full_name,text,label,confidence,reason,label_id
jgravelle/jcodemunch-mcp,"Repository named 'jcodemunch-mcp' in Python with high popularity (1870 stars, 292 forks). Maintained by a team of 38 contributors, 957 total commits (25.2 per contributor). 356 releases, 1 open issues. It has CI/CD workflows, has a README of 49330 characters, 6 topics, and is licensed. The project is 0.3 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, many releases, good CI/CD, and active maintenance.",3
databrickslabs/sandbox,"Repository named 'sandbox' in Python with low popularity (73 stars, 58 forks). Maintained by a team of 24 contributors, 395 total commits (16.5 per contributor). 24 releases, 55 open issues. It has CI/CD workflows, has a README of 1232 characters, 3 topics, and is licensed. The project is 2.6 years old and currently active (last push 0 days ago).",lead,0.8,"Large, mature, multi-contributor repository with sustained activity, CI/CD, and good documentation.",3
zhouzhanhong1985-ops/workflows-starter-template,"Repository named 'workflows-starter-template' in TypeScript with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1 total commits (1.0 per contributor). 0 releases, 0 open issues. It lacks CI/CD workflows, has a README of 1126 characters, no topics, and is no license. The project is 0.0 years old and currently active (last push 0 days ago).",template,0.8,"Repository name suggests a template, minimal commits, and lack of CI/CD and tests",4
kiyohken2000/ReactNative-Expo-Firebase-Boilerplate-v2,"Repository named 'ReactNative-Expo-Firebase-Boilerplate-v2' in JavaScript with moderate popularity (113 stars, 30 forks). Maintained by a small team of 3 contributors, 104 total commits (34.7 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 11955 characters, 3 topics, and is licensed. The project is 4.7 years old and currently active (last push 7 days ago).",template,0.8,"Moderate popularity, CI/CD workflows, extensive README, and a clear purpose as a boilerplate suggest a reusable template.",4
Q00/ouroboros,"Repository named 'ouroboros' in Python with high popularity (4337 stars, 428 forks). Maintained by a team of 47 contributors, 1486 total commits (31.6 per contributor). 87 releases, 26 open issues. It has CI/CD workflows, has a README of 25610 characters, 3 topics, and is licensed. The project is 0.4 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, many releases, good CI/CD, and active maintenance.",3
spectrochempy/spectrochempy,"Repository named 'spectrochempy' in Python with moderate popularity (173 stars, 33 forks). Maintained by a team of 6 contributors, 2413 total commits (402.2 per contributor). 53 releases, 9 open issues. It has CI/CD workflows, has a README of 4034 characters, 16 topics, and is licensed. The project is 6.0 years old and currently active (last push 0 days ago).",senior,0.9,"CI/CD workflows, multiple contributors, sustained activity, good documentation, and a large number of releases.",2
mgonzs13/yolo_ros,"Repository named 'yolo_ros' in Python with high popularity (1051 stars, 252 forks). Maintained by a team of 13 contributors, 180 total commits (13.8 per contributor). 32 releases, 1 open issues. It has CI/CD workflows, has a README of 14569 characters, 19 topics, and is licensed. The project is 3.3 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large team, many releases, good CI/CD, extensive README, and sustained activity.",3
mujocolab/mjlab,"Repository named 'mjlab' in Python with high popularity (2404 stars, 398 forks). Maintained by a team of 45 contributors, 1030 total commits (22.9 per contributor). 7 releases, 32 open issues. It has CI/CD workflows, has a README of 5199 characters, 5 topics, and is licensed. The project is 1.0 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, sustained activity, good documentation, and CI/CD workflows.",3
sebastienheyd/boilerplate,"Repository named 'boilerplate' in PHP with moderate popularity (291 stars, 68 forks). Maintained by a team of 8 contributors, 842 total commits (105.2 per contributor). 217 releases, 2 open issues. It has CI/CD workflows, has a README of 6183 characters, 11 topics, and is licensed. The project is 9.2 years old and currently active (last push 3 days ago).",template,0.9,"High number of contributors, commits, and releases, along with a large README and CI/CD workflows, suggest a reusable template or boilerplate project.",4
S24-MECHTECH/astro-blog-starter-template,"Repository named 'astro-blog-starter-template' in Astro with almost no popularity (0 stars, 0 forks). Maintained by a single contributor, 1593 total commits (1593.0 per contributor). 0 releases, 0 open issues. It has CI/CD workflows, has a README of 3162 characters, no topics, and is no license. The project is 0.2 years old and currently active (last push 0 days ago).",template,0.8,"CI/CD workflows, large README, and 'starter-template' in the name suggest a reusable template, despite low popularity and lack of contributors.",4
Skyvern-AI/skyvern,"Repository named 'skyvern' in Python with very high popularity (21774 stars, 2026 forks). Maintained by a large community of 85 contributors, 4988 total commits (58.7 per contributor). 140 releases, 164 open issues. It has CI/CD workflows, has a README of 24848 characters, 16 topics, and is licensed. The project is 2.2 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
vllm-project/guidellm,"Repository named 'guidellm' in Python with high popularity (1186 stars, 160 forks). Maintained by a team of 48 contributors, 1085 total commits (22.6 per contributor). 12 releases, 89 open issues. It has CI/CD workflows, has a README of 21209 characters, no topics, and is licensed. The project is 2.0 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, many releases, good CI/CD, active and well-documented project.",3
danurbanowicz/eleventy-netlify-boilerplate,"Repository named 'eleventy-netlify-boilerplate' in Nunjucks with moderate popularity (543 stars, 193 forks). Maintained by a team of 7 contributors, 265 total commits (37.9 per contributor). 0 releases, 1 open issues. It lacks CI/CD workflows, has a README of 5742 characters, 10 topics, and is licensed. The project is 7.9 years old and currently active (last push 10 days ago).",lead,0.8,"large, mature, multi-contributor, many commits, broad community, and sustained activity",3
pandas-dev/pandas,"Repository named 'pandas' in Python with very high popularity (48871 stars, 19961 forks). Maintained by a large community of 414 contributors, 38058 total commits (91.9 per contributor). 120 releases, 3225 open issues. It has CI/CD workflows, has a README of 11344 characters, 6 topics, and is licensed. The project is 15.8 years old and currently active (last push 0 days ago).",lead,0.95,"High popularity, large community, sustained activity, good documentation, and robust CI/CD workflows.",3
cognizant-ai-lab/neuro-san,"Repository named 'neuro-san' in Python with moderate popularity (113 stars, 38 forks). Maintained by a team of 20 contributors, 4913 total commits (245.6 per contributor). 163 releases, 102 open issues. It has CI/CD workflows, has a README of 12210 characters, 14 topics, and is licensed. The project is 1.5 years old and currently active (last push 0 days ago).",lead,0.9,"Large, mature, multi-contributor repository with sustained activity, good documentation, and a clear license.",3
NVIDIA/NeMo-Retriever,"Repository named 'NeMo-Retriever' in Python with high popularity (2931 stars, 322 forks). Maintained by a team of 49 contributors, 1424 total commits (29.1 per contributor). 10 releases, 187 open issues. It has CI/CD workflows, has a README of 14021 characters, no topics, and is licensed. The project is 1.8 years old and currently active (last push 0 days ago).",lead,0.9,"High popularity, large team, sustained activity, CI/CD, good documentation, and multiple releases.",3
